@lat	@lon	name	operator	brand	addr:city	phone	website
11.5745924	76.0586320	"Chundale petrol pump, Chundale"		Hindustan Petroleum			
8.8823220	76.5914085	Hindustan Petroleum		Hindustan Petroleum			
8.8864905	76.5713415						
9.0904213	76.8567131	Bharat Petroleum		Bharat Petroleum			
9.0939337	76.8531486	Bharat Petroleum		Bharat Petroleum			
9.0970652	76.8514134	Indian Oil		Indian Oil			
9.0261439	76.8512553	Indian Oil		Indian Oil			
10.8290709	76.4115480	Indian Oil Corpn-Ambalapara					
10.8109550	76.4093829	Bharat Petroleum-Chunangad					
10.1502390	76.2685548	Indian Oil	Indian Oil	Indian Oil			
10.0269855	76.3097021	United Fuels					
10.2275341	76.1999776	Bharat Petroleum		Bharat Petroleum			
10.2272178	76.2000584			Indian Oil			
9.9880696	76.2855167	Hindustan Petroleum		Hindustan Petroleum	Ernakulam		
9.9879683	76.2859060	Hindustan Petroleum		Hindustan Petroleum	Ernakulam		
8.4970494	76.9357553	Govind & Co.					
8.4971653	76.9341069	HP Gas Station		Hindustan Petroleum			
10.7344175	76.4280414						
10.7255167	76.4253713						
10.7602513	76.5397253						
10.3403473	76.1982290	HP		Hindustan Petroleum			
11.0409444	76.0859698						
10.7822816	76.3251737	KM Petroleum (Indian Oil)		Indian Oil			
10.8927287	76.3941109	Indian Oil Corpn-Thiruvazhiyode		Indian Oil			
10.7727426	76.3790264	Indian Oil Corpn-Ottappalam		Indian Oil			
10.7727074	76.3761032	Bharat Petroleum-Ottappalam		Bharat Petroleum			
10.7812511	76.2798800	Bharat Petroleum-Kulapully					
10.7601039	76.2764470	HP Pump-SMP Junction Shornur					
10.7726054	76.4248117	E.P Petroleum-Lakkidi					
10.7800967	76.4760918	Indian Oil-Pathiripala		Indian Oil			
10.7828263	76.4812953	Bharat Petroleum		Bharat Petroleum			
10.7699674	76.2771135	Indian Oil Pump-Shoranur		Indian Oil			
10.7421089	76.8326249						
10.8739536	76.2969795				Cherpulassery		
10.8557701	76.5200823	Sree Agencies		Indian Oil			
10.6998549	76.7500948	Bharat Petroleum-Sakti Auto Fuel					
10.9182768	75.9256892						
10.9266241	75.9308502	Reliance gas station					
11.8355092	75.5684001	Popular Filling Station - Bharat Petroleum		Bharat Petroleum	Koothuparamba		
11.8418648	75.5695350	Indian Oil Petrol Pump		Indian Oil			
11.8360331	75.5689044	Reliance Petrol Pump	Reliance	Reliance	Koothuparamba		
11.8447813	75.6770816	HP Petrol Pump		HP			
11.8953056	75.8169750	HP Petrol Pump		HP			
11.8525866	75.7422073	Indian Oil Petrol Pump		Indian Oil			
11.6735688	75.7735066	Bharat Petroleum Petrol Pump		Bharat Petroleum			
11.6750334	75.7746863	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
11.8072408	75.4946477	HP Petrol Pump		HP			
11.7683691	75.5775935	Indian Oil Petrol Pump		Indian Oil			
10.7899673	76.6492828	Indian Oil Pump					
10.6814757	76.0858362	Akshaya Petroleum					
10.6613619	76.0724089	Indian Oil		Indian Oil			
10.6058893	76.1410631	Bharat Petroleum Fuel Station		Bharat Petroleum			
10.5884742	76.1573494	Bharat Petroleum Fuel Station		Bharat Petroleum			
10.6251594	76.1043432	Essar Fuel Station		Essar			
10.5594959	76.1704637	HP Fuel Station		Hindustan Petroleum			
10.5966928	76.1499736	Indian Oil Fuel Station		Indian Oil Corporation			
10.5827467	76.1603258	Indian Oil Fuel Station		Indian Oil Corporation			
10.6174568	76.1234183	Indian Oil Fuel Station		Indian Oil	kechery		
10.5487339	76.1748252	Reliance Fuel Station	Reliance	Reliance	thrissur		
10.6251125	76.1043456	Essar Petrol Pump - Grand Fuel Station				+918078000794	
10.5827680	76.1603530	Indian Oil Fuel Filling Station		Petrom			
10.4316466	76.2664132	Bharat Petroleum Fuel Station	Bharat Petroleum	Bharat Petroleum			
10.4071797	76.2752972	Indian Oil Fuel Station	Indian Oil				
10.3581826	76.3168816	Indian Oil Fuel Station	Indian Oil Corporation				
9.9522830	76.3587550	Indian Oil		Indian Oil			
10.0257350	76.3380856	Bharat Petroleum Petrol Pump		Bharat Petroleum			
10.1763717	76.3758512	Hindustan Petroleum Fuel Station		Hindustan Petroleum			
10.2608677	76.3597113	Hindustan Petroleum Fuel Station		Hindustan Petroleum			
10.0620767	76.3233119	Indian Oil		Indian Oil			
10.2457550	76.3703378	Indian Oil Company Operated Fuel Station	Indian Oil	Indian Oil			
10.0237231	76.3397971	Indian Oil Fuel Station		Indian Oil			
10.0915033	76.3455575	Indian Oil Fuel Station		Indian Oil			
10.0620765	76.3233155						
10.1193876	76.3434182						
10.3592082	76.2188340	HP		Hindustan Petroleum			
10.3536720	76.2147308	LPG	Indane				
9.6300082	76.5422427	Indian Oil Petrol Pump		Indian Oil Petrol Pump	Sankranthi		
10.9768507	76.2214102	HP (bus)					
10.9747819	76.2386470	Petrol pump					
10.9764202	76.2239504	Bharat Petroleum		Bharat Petroleum			
9.5884322	76.5351603	Bharat Petroleum Pump		Bharat Petroleum			bharatpetroleum.in
10.9756069	76.2172585	Indian Oil		Indian Oil			
10.9760443	76.2176342	Petrol pumb					
10.9761132	76.2177253	Hindustan Petroleum		Hindustan Petroleum			
10.9759740	76.2177874	Petrol pumb					
9.9825995	76.2427530	Essar		Essar			
9.9869836	76.2404038	Indian Oil		Indian Oil			
9.0564158	76.5352173	Petroleum-Gas station		Indian Oil	karunagappally		
10.0581622	76.2143547	Indian Oil		Indian Oil			
8.9299552	76.5490311	Bharat Petroleum		Bharat Petroleum			
8.4849546	76.9716329	Indian Oil		Indian Oil			
10.5381989	76.2749289	indian oil		Indian Oil			
10.8437957	76.0318247	Hindustan Petroleum		Hindustan Petroleum			
10.5229227	76.2224969	Bharat Petroleum		Bharat Petroleum	East Fort Thrissur		
10.5148198	76.2189081	BMT fuels					
10.7987976	76.2381180						
10.6999888	76.7387536	Sarada Fuels - Indian Oil Petrol Pump					
10.6616597	76.1784669	Zquare Gas Agency					
10.6404873	76.1748879						
10.6852567	76.4193734	HP Petrol Pump					
10.6863261	76.4141269	Bharat Petroleum					
10.6903809	76.3988020	HP Gas Agency					
10.6933845	76.3432241	HP Gas Agency					
10.6939708	76.3494855	Petrol Pump					
11.1207992	76.1170463						
11.1207283	76.1179163						
11.0965600	76.1191551	Hindustan Petroleum	Hindustan Petroleum	Hindustan Petroleum	Anakkayam		
11.1042971	76.1221160	Indian oil pump					
11.1210493	76.1139305	Indian Oil		Indian Oil			
10.1280341	76.3055131	hp					
10.8981913	76.3960794	HP Petrol Pump		Hindustan Petroleum			
10.9877772	76.4469121						
10.7969235	76.0064996						
10.7722878	76.0146225	Hindustan Petroleum		Hindustan Petroleum			
10.5789588	76.0203188	Indian Oil		Indian Oil			
10.5814399	76.0276073	Hindustan Petroleum					
10.7773312	76.4454205	Hindustan Petroleum					
10.7886855	76.5949394	Bharat Petroleum		Bharat Petroleum			
10.7824862	76.6145925	HP		Hindustan Petroleum			
10.8062220	76.1894385	Mele Pattambi H P Petrol Pump					
10.8076783	76.1875113						
10.8553144	76.5202058	Hindustan Petroleum		Hindustan Petroleum			
10.8576948	76.5166636						
10.9316994	76.4844076	Hindustan Petroleum		Hindustan Petroleum			
10.2169612	76.4087627	HP Petrol Pump Mookkannoor	HP				
10.7762426	76.3206665	Bharat Petroleum		Bharat Petroleum			
10.6923595	76.2681558	Hindustan Petroleum					
10.6650494	76.2505537	Bharat Petroleum					
10.6062461	76.2123838	Indian Oil					
10.5728624	76.2178629	HP		Hindustan Petroleum			
10.1589512	76.3860173	Indian Oil		Indian Oil			
10.2762509	76.2110673	Bharat Petroleum		Bharat Petroleum			
10.2941720	76.2173216	Bharat Petroleum Smart Fuels					
10.3012413	76.2184292	Glamour Fuels IndianOil ഗ്ലാമർ പെട്രോൾ പമ്പ് (ഇന്ത്യൻ ഓയിൽ)	GLAMOUR FUELS	INDIAN OIL	VELLANGALLUR		
10.3074601	76.2183383	Essar എസ്സാർ പെട്രോൾ പമ്പ്	ESSAR	ESSAR	VELLANGALLUR	+91-97450 00005	
10.1568579	76.3262188	HP		Hindustan Petroleum			
10.9032030	76.3334016	Bharat Gas LPG Godown	Pavithram Gas Agencies-Cherpulassery				
10.8895046	76.3119514	Pavithram Bharat Gas LPG					
10.7907235	76.3746052	Nayara		Nayara			
10.6200210	76.3961202	Mekkatil Fuels					
10.8741034	76.4542665	Hindustan Petroleum		Hindustan Petroleum			
10.8310816	76.5855100						
11.0041572	76.5117529	Indian Oil		Indian Oil			
11.0082344	76.4792255	Pazheri Petroleum					
10.7816566	76.6606308	Yemkay Gas Agency					
10.8774951	76.5487982	Bharat Petroleum		Bharat Petroleum			
10.9271462	76.5255790	Hindustan Petroleum					
10.8249301	76.6693518	Indian Oil					
10.9804335	76.4891590						
11.1422299	75.9701631	HP petrol Pump					
10.8016233	76.6330745						
10.9438862	76.2546558						
10.8351704	76.1881165						
10.8715604	76.1877518	Bharat Petroleum					
10.1772349	76.2544788						
10.1444597	76.2275966	Indian Oil	Prabhu Sons	Indian Oil	Kochi	+91-9388-473648	https://locator.iocl.com/indianoil-prabhu-sons-petrol-pump-ezhikkara-ernakulam-235952/Home
10.1481524	76.2462109	Hindustan Petroleum Pump - Thoppil Fuels	Hindustan Petroleum	Hindustan Petroleum	N Parur		
10.8163531	76.8011441	Hindustan Petroleum					
8.4835377	76.9303435	Indian Oil		Indian Oil			
9.3168386	76.4023466	Indian Oil		Indian Oil			
9.1648065	76.5029314	Indian Oil		Indian Oil			
9.1571512	76.5094268	Bharat Petroleum	Mandasseril Fuels	Bharat Petroleum			
9.0789192	76.5318183	HP		Hindustan Petroleum			
11.2887772	76.2398264	Vee Pee Petroleum			Chandakunnu		
11.2694849	76.2169110	Reliance Petroleum					
11.1968425	76.2143350	Kalathingal Petroleum					
11.1910029	76.2572080	Vaniambalam Petrol Pump					
9.5636781	76.7584183						
9.5629212	76.7595822	NEW INDIA FUELS		INDIANOIL CORP.			
11.2302194	76.0545102	MPB Petroleum		Bharat Petroleum			
11.2389748	76.0465239	Indian Oil					
12.2719575	75.3607731						
12.2684320	75.3582220						
12.2771094	75.3660543						
9.5597203	76.7956059	P Abdul Razack and Co					
9.5597960	76.7946617	HP PETROL PUMP - AL AMEEN CORPORATION					
9.5102700	76.7225014	Petrol Pump					
9.3227685	76.6097624						
9.3773896	76.5766928			Hindustan Petroleum			
9.4054768	76.5598222	Indian Oil					
9.3854765	76.6034586						
10.9189263	76.1238836	P.T. Fuels					
10.9665905	76.1889077	Indian Oil		Indian Oil			
10.5955533	76.4831001	Gayathri Fuels					
10.5907283	76.4704234	Pump					
10.6347538	76.5170601						
11.0606074	76.3417152						
11.0070882	76.3506087						
11.2139296	76.1394542	kadeeja petrolium			Edavanna		
10.7494803	76.2251950	Indian Oil		Indian Oil			
10.8648988	76.1838144	Hindustan Petroleum		Hindustan Petroleum			
10.5276274	76.2153436	Bharat Petroleum		Bharat Petroleum			
11.8761935	75.3739176	Indian Oil		Indian Oil			
11.8728785	75.3655862	HP		Hindustan Petroleum			
11.8731263	75.3653823	Bharat Petroleum		Bharat Petroleum			
8.6758350	77.0948201	IOC Petrol Pump	Indian Oil	Indian Oil			
9.5008287	76.8364721	Petrol -Diesel Pump					
11.6687363	76.2768635	Indian Oil		Indian Oil			
11.6560208	76.1589812	Bharat Petroleum					
11.5407408	75.8403302						
9.5787307	76.3272164	Hindustan Petroleum	Hindustan Petroleum	Hindustan Petroleum			
9.6292591	76.7759559	Hindustan Petroleum		Hindustan Petroleum	Pinnakkanad	+91 99612 77425	
10.7695302	76.3992100	Nayara Petroleum					
10.7758363	76.7063725			Hindustan Petroleum			
10.7733364	76.6967700	Hindustan Petroleum					
10.8308001	76.1174434	Indian Oil Corporation		Indian Oil Corporation	Kodikkunnu		
10.7381974	76.6333194	Raji's Petrolpump		Bharat Petroleum			
10.4481799	76.2577964	Indian Oil					
10.4257567	76.2670866	Pulickan Fuels		Hindustan Petrol			
10.5230997	76.2503865						
10.5232441	76.2494981						
10.7274537	76.7807047	Hindusthan Petroleum					
10.7316053	76.7243550						
10.7641668	76.6606077	Indian Oil Petrol Bunk					
10.5398209	76.1919443	Indian Oil Fuel Station		Indian Oil			
10.1413028	76.3528858	Indian Oil		Indian Oil	Kochi	+91-9447-819745	https://locator.iocl.com/indianoil-highway-petroleum-petrol-pump-athani-ernakulam-235543/Home
11.8600873	75.4145010						
11.8633953	75.4107338						
11.8154618	75.4370629						
12.0021786	75.2861750						
12.7536877	74.8742701	Kerala Petrol Pump					
10.5544090	76.3184906	Bharath Petroleum		Bharat Petroleum			
10.2010227	76.3837736	Krishna Petroleum		Bharat Petrol			
10.3210108	76.3791157	Mundanmany Fuels		HP			
10.5798448	76.2173845	Bharat Petroleum ഭാരത് പെട്രോളിയം					
10.9633551	76.2282170	Indian Oil		Indian Oil			
11.0304316	76.1059035	Indian Oil		Indian Oil			
10.9843214	76.1881643	Bharat Petroleum		Bharat Petroleum	THIRURKKAD		
10.9991390	75.9913356						
10.9916090	75.9931670	Indian Oil		Indian Oil			
10.9998945	75.9964495	Bharat Petroleum		Bharat Petroleum			
10.5351886	76.2155015	Bharat Petroleum Pump		Bharat Petroleum	Thrissur		
10.0683152	76.3212302	Indian Oil Petrol & CNG Pump					
8.5269938	76.9392507	Bharat Petroleum		Bharat Petroleum			
8.5417785	76.9238623	HP Petrol Pump					
8.5459984	76.9737471	Indian Oil		Indian Oil			
8.5167917	76.9603657	Bharat Petroleum		Bharat Petroleum			
8.4665109	76.9389863	Simi Fuel					
10.7002927	76.8393906						
10.6972699	76.8633900						
10.0875753	76.4295942						
10.0868923	76.2679087	Indian oil petrol bunk					
10.1308273	76.2413799						
10.7791320	76.6662022	Indian Oil		Indian Oil			
10.7723404	76.6769762	Balaji fuels					
10.7726900	76.6729493	Bharat Petroleum		Bharat Petroleum	Palakkad		
10.7813302	76.6539284	Motherland Fuels	Motherland Fuels	Indian Oil Corporation			
10.7788723	76.6665807	Jio Bp					
10.7614131	76.6639266	HP		Hindustan Petroleum			
11.3604033	75.9158336	Indian Oil		Indian Oil	Koduvally		
11.3652785	75.9102708	Indian Oil	Cooperative Society	Indian Oil	Koduvally		
10.1238546	76.5450930						
10.1379961	76.5355955	HP	G.K & SONS Puthusseril fuels	Hindustan Petroleum	vengoor		
10.1374052	76.5080729	HP		Hindustan Petroleum			
10.5363109	76.3351859						
10.3601418	76.4116405	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
10.2718058	76.4107301	Indian Oil		Indian Oil			
10.3330573	76.4202347						
10.0115630	76.3228065	Indian Oil		Indian Oil			
10.2151999	76.3547767	Bharat Petroleum		Bharat Petroleum			
10.3108905	76.3373248	Bharat Petroleum		Bharat Petroleum			
10.2392781	76.3288773	Indian Oil		Indian Oil			
9.6805091	76.3722629	Indian Oil		Indian Oil			
10.0616997	76.4600095	Hindustan Petroleum Pump					
9.6891585	76.3403430	Indian Oil Petrol Pump		Indian Oil			
9.6571203	76.3374661	Bharat Petroleum		Bharat Petroleum			
10.1148482	76.4737516						
10.0894574	76.4358530	Kadavil Petroleum Agencies(Petrol Pump Pattipara)					
9.8694790	76.3219543	HP		Hindustan Petroleum	Kérala	+919497247095	
9.6917397	76.3365372	Bharat Petroleum		Bharat Petroleum			
9.5623199	76.3092558	Indian Oil		Indian Oil			
10.0549831	76.3952735	Indian Oil United Fuels		Indian Oil			
9.5689269	76.3477283	HP		Hindustan Petroleum			
9.7216592	76.3176551	Narasimha Petrol Pump		HP	Cherthala		
9.6364728	76.3349683	Indian Oil		Indian Oil			
9.8614340	76.2920879	SR FUELS					
9.8510311	76.3275603	Indian Oil		Indian Oil			
9.7113056	76.4176047	HP		Hindustan Petroleum			
9.8551362	76.3839827	Hindustan Petroleum Pump			puthenkavu		
9.8278901	76.3104547	HP		Hindustan Petroleum			
9.7573257	76.3969871	Indian Oil		Indian Oil			
9.7581844	76.3960436			JIO BP			
10.7588304	76.3820675	Indian Oil		Indian Oil			
10.0961769	76.4936372	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
10.1000455	76.4900127	HP		Hindustan Petroleum			
10.0892394	76.4682107	Indian Oil Pump		Indian Oil			
10.1044308	76.4834578						
9.7865855	76.4536109	Bharat Petroleum		Bharat Petroleum			
9.7869956	76.4557931	Hindustan Petroleum		Hindustan Petroleum			
10.0293325	76.4068954	Hindustan Petroleum Miladh Auto Fuels		Hindustan Petroleum			
10.0951118	76.4923542						
9.3462953	76.5580813	Indian Oil		Indian Oil	Eramallikkara		
9.6694424	76.3391681	Indian Oil Petrol Pump	Thankam Fuels	Indian Oil			
8.8865792	76.5754350	Essar Fuels		Essar	Kollam	+91-474 279 8811	
9.9485514	76.2914481	Bharat Petroleum		Bharat Petroleum	Kochi		
10.5237117	76.2087887	Bharat Petroleum		Bharat Petroleum			
10.4673733	76.2456345						
10.4219151	76.1044532	Bharat Petroleum					
9.8924463	76.3718488	IOC Pertrol Pump					
9.3670470	76.4802749	Bharat Petroleum		Bharat Petroleum			
9.9569576	76.2748037	Indian Oil		Indian Oil			
9.9569317	76.2692229	Indian Oil		Indian Oil			
9.9389141	76.2703434	Hindustan Petroleum		Hindustan Petroleum			
9.9371790	76.2777997	Indian Oil Aviation Fuel					
9.3107890	76.5344159	Hindustan Petroleum Peevees Services	Peevees Services	Hindustan Petroleum			
9.8685699	76.9655605						
9.2238078	76.6785189	Hindustan Petroleum Pump		Hindustan Petroleum	Pandalam		
9.3159782	76.5337704						
9.2799025	76.4760678	Indian Oil Amrita Fuels					
9.4422373	76.4074077	Indian Oil		Indian Oil			
9.2216933	76.5624886	Petrol Station					
9.4648151	76.5309536	Indian Oil Palathra Fuels		Indian Oil			
9.6128150	77.1566380	Bharat Petroleum					
10.7062300	76.2746518	Indian Oil					
9.4356856	76.4209152	Bharat Petroleum		Bharat Petroleum			
9.3098391	76.5343678						
9.2211465	76.6787390	Sreevalsam Fuels	sreevalsam group	Indian Oil	Pandalam		
9.3075765	76.5604502	Bharat Petrol Pump		Bharat Petroleum			
10.3096390	76.2775702	Thomson Fuels					
10.5566693	76.3267811						
10.4147931	76.1307207	Essar		Esso			
10.6294156	76.1211453	Neelima Fuels					
10.5234104	76.2087997	Hindustan Petroleum		Hindustan Petroleum	Thrissur		
10.2076811	76.2969313	Indian Oil		Indian Oil			
10.5945064	76.0455492	Indian Oil		Indian Oil			
10.3410143	76.2881732	Panthalookaran Fuel Agency			Aloor		
10.2891592	76.5616017	Petrom		Petrom			
10.6481579	76.1171009						
10.1955344	76.1709580	Abhilash Petrol Pumb		Essar	Kodungallur		
9.3469477	76.5961195	Indian Oil		Indian Oil	"Chengannoor, Kerala"		
11.5330245	75.8722791						
11.5330032	75.8745942						
8.5550197	76.9169294	Padmanabha Fuels	Indian Oil	Petrol;Diesel	Thiruvananthapuram		
10.5319148	76.0862471	"Petrol Pump, Mullassery"					
10.4884955	76.2875714	Indian Oil		Indian Oil			
10.2719922	76.2794964				Ashtamichira		
10.3466794	76.2070030	petrol pump					
9.6288347	76.5377130	Indian Oil		Indian Oil			
9.5929868	76.5221947	Bharat Petroleum		Bharat Petroleum			
9.5921494	76.5255303						
8.8753553	76.6266974	Pallimukku Petrol Pump			kollam		
11.8952106	75.4109253						
12.4035790	75.0957075	Periye Petrol Pump					
9.7564950	77.1118150	Alphonsa Pumb					
9.2957447	76.6418393						
9.4354192	76.5361226	Kailath Petrol Pump (Indian Oil)		Indian Oil			
9.5682210	76.5200287	Indian Oil		Indian Oil			
9.2500852	76.5402639	Indian Oil		Indian Oil			
10.7942367	76.5322549	Essar Petroleum-Thenur					
9.4997841	76.3465907	Indian Oil		Indian Oil			
12.2556648	75.1298882						
10.7860702	76.2611546	Bharat Petroleum		Bharat Petroleum			
10.7665796	76.1432937	Indian Oil		Indian Oil			
10.7600695	76.1274485	Bharat Petroleum		Bharat Petroleum			
10.7610984	76.1199007	Indian Oil		Indian Oil			
10.6965310	76.0921889	Khayam Petroleum					
10.6563484	76.0695786	Hindustan Petroleum		Hindustan Petroleum			
10.6495796	76.0688307	HP		Hindustan Petroleum			
10.6459920	76.0669317	Indian Oil		Indian Oil			
10.6176244	76.0458871	Auto Gas Refilling Station					
10.6002521	76.0561808	Hindustan Petroleum		Hindustan Petroleum			
10.6024996	76.0649878	Bharat Petroleum		Bharat Petroleum			
10.6353346	76.0811111	Bharat Petroleum		Bharat Petroleum			
8.6721723	76.7572796	MJJ Fuels Anjuthengu					
9.6584266	76.7776778	Hindustan Petroleum	NJV Associates	Hindustan Petroleum	Thidanad	+91 94970 91661	
9.4485060	76.5392083	Hindustan Petroleum United Agencies					
10.4436875	76.2603079	Indian Oil		Indian Oil			
9.6375889	76.5440594	essar-Petrol Station		Essar			
9.4453705	76.5408212	Kerala State Road Transport Corporation	government	Indian Oil	changanacherry		
9.8943630	76.6983421	Hindustan Petroleum					
9.3942948	76.5713147	Radco fuels					
9.2798544	76.6551741						
11.2848617	75.7686848	Bharat Petroleum		Bharat Petroleum	calicut	+91-495 238 0182	
11.3016868	75.7620818	Reliance Petroleum			calicut		
8.8885849	76.6325188	Hindustan Petroleum		Hindustan Petroleum			
8.8958842	76.6394202	Indian Oil		Indian Oil			
8.8649830	76.6222409	Lekshman fuels	Satheek	Hindustan Petroleum			
9.7616005	76.5651302	Nidhiry Fuels	Nidhiry Fuels	Nayara			
9.5894981	76.5595110	Parangot Indian Oil Pump Vadavathoor					
10.5941191	76.5999302	HP		Hindustan Petroleum			
10.9320163	75.9333156	Bharat Petroleum		Bharat Petroleum			
10.2570848	76.1840088	Indian Oil		Indian Oil			
9.4843155	76.8465130						
9.6416653	76.2984257	Kombrmveli Fuels		Hindustan Petroleum			
11.0007964	76.0896131	Hp Petroleum Chattiparamba		Hp	chattipparambu		
9.2643025	76.7785446	Indian Oil		Indian Oil	Pathanamthitta		
9.4496848	76.5384780	Indian Oil Galaxy Auto Fuels					
8.7737471	76.7874956	Indian Oil		Indian Oil			
9.9903475	76.2714438	Bharat Petroleum		Bharat Petroleum			https://www.bharatpetroleum.in/
10.0979219	76.2054084	Bharat Petroleum		Bharat Petroleum			
12.3391589	75.1059994	mavungal petrol pump					
12.5550298	75.2456684						
9.9753353	76.2847836	HP		Hindustan Petroleum		+91-92495 55779	
9.5568061	76.7921132	Jak & Co Hindustan Petroleum	Jak & Co	Hindustan Petroleum	Kanjirapalli		
9.5553607	76.7912453	Bharat Petroleum		Bharat Petroleum			
9.6839573	76.7782060	CCM Oils	CCM Oils	Indian Oil		+91 94467 96101	
12.2496840	75.1288440			HPG			
12.2494775	75.1323563						
10.2762509	76.2110673	petrol pumb					
9.5113541	76.6985253	Indian Oil		Indian Oil			
9.5078286	76.6395500	Indian Oil		Indian Oil			
9.4934599	76.7489733	Hindustan Petroleum		Hindustan Petroleum			
9.3886281	76.7327578	Indian Oil		Indian Oil			
9.8820821	76.4786936	Hindustan Petroleum Vattuthottam Agencies					
10.2122149	76.3931849	Kachapilly Petro Mart	private				
10.9903285	76.4441880	Reliance petroleum pump			mannarkkad		
11.0080185	76.3155512	Vettathur Petroleum		Indian Oil	PERINTHALMANNA		
11.3523118	76.2977410						
9.6890622	76.6356335	Indian Oil		Indian Oil			
8.4212221	77.1074416		Marayamuttom Cooperative Bank				
10.2066132	76.4525951	Indian Oil		Indian Oil			
10.2041831	76.4299821						
8.3818433	77.1184411	Indian Oil		Indian Oil			
10.1400980	76.1942798	Hindustan Petroleum		Hindustan Petroleum		+91-9847548112	
11.1671892	76.3264597	Barath Petroleum		Barath Petroleum			
8.4306979	77.0243871	Punnamoodu	Indian Oil	Indian Oil	Trivandrum		
8.4087280	77.0775635						
8.4153560	77.0603467	Bharat Petroleum			Trivandrum		
10.9534599	75.9498111						
11.9322660	75.5760143	Bharat Petroleum		Bharat Petroleum			
11.9319757	75.5790997	New petrol pump		Indane			
9.9775240	76.2887518	Indian Oil		Indian Oil			
10.6079390	76.1396197	Hindustan Petroleum					
10.3605921	76.1262095						
10.3227724	76.1451856	HP		Hindustan Petroleum			
10.1392684	76.1993317	Indian Oil		Indian Oil			
8.3922139	77.0930176	Indian Oil		Indian Oil	Trivandrum		
9.0875076	76.5475814						
9.0426971	76.5819111	H P-Panamana Fuels			"Mynagappally, Kerala 690519"		
10.1389081	76.1945190	Bharat Petroleum		Bharat Petroleum			
9.0344482	76.5424484	Sri Parameswara Fuels		Indian Oil			
9.5822729	76.5217188	Hindustan Petroleum		Hindustan Petroleum			
8.6050408	77.0019881	HP		Hindustan Petroleum			
10.0749066	76.2116032	Essar		essar			
10.0323033	76.2211940	Hindustan Petroleum	Bright Indo Fuels	Hindustan Petroleum			
10.0317774	76.2218637	Essar					
9.9869547	76.2404312	Indian Oil		Indian Oil			
9.9855326	76.2480405	Indian Oil		Indian Oil			
9.9853805	76.2476065	Bharat Petroleum		Bharat Petroleum			https://www.bharatpetroleum.com
10.5393863	76.2150253						
10.6639944	76.2476693	indian petrol pump					
10.6868900	76.0601377	Petrom		Petrom			
11.0464172	76.0739973	Indian Oil		Indian Oil	Malapppuram		
8.4406510	77.1949694	Pump		Puma			
8.4907501	77.1255041	Indian Oil		Indian Oil	Trivandrum		
8.3668792	77.0502160						
8.6904257	76.9060868	Indian Oil Gas Station		Indian Oil			
8.4213332	77.1970440	"Petrol Pump,Puliyoorsala"					
8.3219297	77.0663208	Balakrishna Fuels	Private	Indian Oil	Thiruvananthapuram		
8.3194473	77.0738087	Petrol Pump					
8.4823215	77.0724199						
8.5020835	76.9926482	Mobile Shop		Mobil			
8.5880674	76.9496996						
10.8829625	75.9311221						
8.5004335	76.9538375	Bharat Petroleum Petrol Pump		Bharat Petroleum			
8.5038180	76.9690548						
11.1776025	76.0015827	Star Petroleum		Indian Oil	Kizhisseri		
10.6054281	76.0367141	Rajah Fuels	Rajah	Indian Oil			
9.2590518	76.7847095	BP - Kurungattu Fuels					
8.6961612	76.8166641	Hindustan Petroleum HP	Hindustan Petroleum	Hindustan Petroleum	Attingal		
9.6777931	76.6014386	Hindustan Petroleum Leela Auto Fuels			kattachira		
9.6858138	76.6134622	"Bharat Petroleum, Petrol Pump -Panthiruvelil Petroleums"			Kidangoor		
9.5889342	76.5815874	hindustan petroleum		Hindustan Petroleum	Manarcadu		
10.0086940	76.9576746	Palco Pump		Indian OIl			
9.9675982	76.3040495	Bharat Petroleum	Jacob J Illickan & Co	Bharat Petroleum		+91 98460 36954	
9.8872422	76.4234913	Indian Oil	ARIKUPURATH	Indian Oil			
9.9052751	76.3877005	HP		Hindustan Petroleum			
9.5075482	76.6620419	Hindustan Petroleum		Hindustan Petroleum	Nedumkunnam		
9.9036882	76.5165694	HP		Hindustan Petroleum			
9.6785944	76.5578719						
9.0062782	76.7817085	Indian Oil		Indian Oil			
9.8851057	76.6473895	Indian Oil	PONNATTU	Indian Oil			
9.7096958	76.6789069						
9.7072453	76.6713597	Indian Oil Pump					
8.9079452	76.6824993						
12.1343512	75.1839023	IOC Thankayam					
11.9926316	75.4681949	Indian Oil Petrol Pumb		Indian Oil			
8.6205272	76.7990354	Al Rasheed Fuels	Mohammed Sharin	Indian Oil			
11.9284458	75.5021873	Chalode Petrol Pumb					
11.9241207	75.4924914						
8.4617251	76.9941724	Indian Oil	private	Indian Oil	karakkamandappam		
11.8763385	75.3994902	ns petromart					
8.9288457	76.6015254	Hindustan Petroleum Petrol Station		Hindustan Petroleum	KOLLAM		
8.9283400	76.6010025	Indian Oil		Indian Oil	KOLLAM		
12.4122056	75.0927282	"Petrol Station, Periya Bazar"					
11.1501775	75.9097443						
9.3998571	76.7947152	Mavelil Fuel Station					
9.7417471	76.3627108	Bharat Petroleum		Bharat Petroleum			
9.7094623	76.3574371	Indian Oil	DEEPTHI FOODS	Indian Oil			
